Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery,taster_name,taster_twitter_handle,title
128302,France,"A smooth, beautifully rich wine with great swathes of ripe fruit. The wine is concentrated and dense, showing the best of the year with its fine, ripe fruits. Age for 3–4 years.",,90,19.0,Bordeaux,Francs Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Nardou,Roger Voss,@vossroger,Château Nardou 2010  Francs Côtes de Bordeaux
128303,US,"Here's a rich, complex Napa Cabernet for drinking now while you're waiting for your more ageable wines to mature. It boasts a decadent structure housing ripe flavors of blackberries, black currants and smoky, toasty oak.",,90,42.0,California,Napa Valley,Napa,Cabernet Sauvignon,Frog's Leap,,,Frog's Leap 2010 Cabernet Sauvignon (Napa Valley)
128304,South Africa,"Fleshy fruit tones of cherry, plum, blackberry and raspberry all abound on the nose of this G-S-M blend, alongside secondary hints of black pepper and cured meat. There's a nice evolution to the medium-weight palate, which starts off with fruity dominance but then transitions to spice, followed by sweet smoke and finally ends of a decadent mocha flavor. It's firmly textured with gripping tannins and a long finish.",The Gypsy,90,65.0,Western Cape,,,G-S-M,Ken Forrester,Lauren Buzzeo,@laurbuzz,Ken Forrester 2008 The Gypsy G-S-M (Western Cape)
128305,US,"This is sourced from the winery's steepest and most wind-exposed blocks in their estate vineyard. The wine is dry and fairly tannic, with a rich concentration of raspberries, currants and mushrooms. It's young now, with the acidity and oak needing 6–7 years to meld together.",Westslope,90,50.0,California,Santa Barbara County,Central Coast,Pinot Noir,Pence Ranch,,,Pence Ranch 2010 Westslope Pinot Noir (Santa Barbara County)
128306,Italy,"Poggio Antico is one of the best estates in Montalcino but the 2008 vintage doesn't reach the impressive heights of 2006 or 2007 that showed much fuller and more generous results. This edition offers plum, wild berry and leather aromas with a lean mouthfeel and sharp acidity that will soften with a few more years of bottle aging.",,90,90.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Poggio Antico,,,Poggio Antico 2008  Brunello di Montalcino
128307,Italy,"Loads of black fruit intensity is backed by soft notes of chocolate, leather and spice. The wine boasts a very plump and round style that makes it a pleasure to savor.",Armonia Famiglia Losi,90,46.0,Tuscany,Colli della Toscana Centrale,,Sangiovese,Querciavalle,,,Querciavalle 2007 Armonia Famiglia Losi Sangiovese (Colli della Toscana Centrale)
128308,US,"A big, rich, fruity, oaky Pinot Noir, offering waves of raspberry and cherry pie, currant, cola, baking spice and sandalwood flavors. Tastes delicious ripe, but finishes dry in a bracing swirl of acids and tannins. Drink now–2016.",Bien Nacido Vineyard,90,36.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Sandler,,,Sandler 2010 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley)
128309,US,"This late-release Riesling is texturally fascinating with a rich, minerally palate bursting with white grapefruit and waxy, floral flavors. Slightly off-dry in style, it's deliciously creamy and slick with a lingering finish that's kissed with caramelized sugar.",,90,17.0,New York,Finger Lakes,Finger Lakes,Riesling,Shaw,Anna Lee C. Iijima,,Shaw 2008 Riesling (Finger Lakes)
128310,US,"Good price for a Pinot Noir this elegant and delicious. It's dry and firm, with zesty acidity and some furry tannins. Flavors of raspberries, cola and buttered cinnamon toast lead to a long, spicy finish. Decant it an hour or two before drinking.",,90,30.0,California,San Luis Obispo County,Central Coast,Pinot Noir,Sinor-LaVallee,,,Sinor-LaVallee 2011 Pinot Noir (San Luis Obispo County)
128311,France,"While it is certainly dry, this Champagne also has a rich, toasty character, with crisp acidity. It is tight and minerally, reveling in ripe fruit flavors. The wine balances some toasty age with delicious, citrus fruit.",Zéro Extra Brut,90,,Champagne,Champagne,,Champagne Blend,Tarlant,Roger Voss,@vossroger,Tarlant NV Zéro Extra Brut  (Champagne)
128312,France,"From one of Champagne's less ageworthy vintages, this is already deliciously drinkable. It has fine acidity that cuts through the mineral texture, shaping the rounded fruitiness. It's dry and crisp at the end. Drink now and over the next 4–5 years.",Noble Vintage  Millésime Brut,90,70.0,Champagne,Champagne,,Champagne Blend,Jean-Noël Haton,Roger Voss,@vossroger,Jean-Noël Haton 2005 Noble Vintage  Millésime Brut  (Champagne)
128313,US,"Hard, stringy tannins give a tough astringency to this 100% Cabernet. Partly they're from grape skins and partly from 100% new oak barrels. There's a huge core of black currants, however, and the finish is dry and balanced. Will it age? Almost certainly. Give it at least eight years in a good cellar, and it could go well beyond that.",Morisoli Vineyard,90,125.0,California,Rutherford,Napa,Cabernet Sauvignon,Meander,,,Meander 2009 Morisoli Vineyard Cabernet Sauvignon (Rutherford)
128314,US,"This is a dry, finely acidic Syrah, whose sour cherry and tart persimmon flavors have just a touch of smoky new oak. It's not offering everything it has, but hangs back a little, teasing with nuance and subtlety. A very good Syrah that's drinking well now and should age well over the next 5–7 years.",,90,52.0,California,Santa Maria Valley,Central Coast,Syrah,Bien Nacido,,,Bien Nacido 2009 Syrah (Santa Maria Valley)
128315,Italy,"Bonacchi makes several expressions of Brunello. Molino del Piano is a ripe and plush wine with some savory aromas of cured meat and leather backed by Indian spice and black currant. Despite the ripeness, firm structure gives the wine austerity.",Molino del Piano,90,38.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Bonacchi,,,Bonacchi 2008 Molino del Piano  (Brunello di Montalcino)
128316,US,"Drawing from prestigious vineyard sources that include Seven Hills, Pepper Bridge and Alder Ridge, this generous Cabernet is redolent with notes of cherry, cocoa, herbs and dusty spices. The broad, tart cherry flavors are supported with a firm tannic structure that will keep this wine ageing nicely in the cellar for years to come.",,90,35.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Browne Family Vineyards,Sean P. Sullivan,@wawinereport,Browne Family Vineyards 2009 Cabernet Sauvignon (Columbia Valley (WA))
128317,Italy,"This young Brunello opens with a dark garnet color and shows elegant aromas of cassis, dried raspberry, ginger, cola and licorice. The wine really comes alive in the mouth thanks to the bright acidity and its inherently traditional style.",,90,45.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Canalicchio Franco Pacenti,,,Canalicchio Franco Pacenti 2008  Brunello di Montalcino
128318,Italy,"There's a strong fruit component to this Brunello that adds to the general softness and plushness of its cheerful personality. Blueberry, raspberry and fresh cherry are backed by subtle touches of smoke and moist pipe tobacco. Espresso and chocolate appear on the close and the acidity is not too sharp.",,90,45.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Villa I Cipressi,,,Villa I Cipressi 2008  Brunello di Montalcino
128319,Spain,"Hatched from the modern model, this dark, oaky Tempranillo is saturated in color, with flush, potent aromas of boysenberry, wood spice and lead pencil. It's lively and bringing the volume, while flavors of charred, savory blackberry and barbecue end in a crusty tasting finish with some heat. Drink now through 2018.",Single Vineyard,90,16.0,Central Spain,La Mancha,,Tempranillo,Volver,Michael Schachner,@wineschach,Volver 2010 Single Vineyard Tempranillo (La Mancha)
128320,Italy,"This austere Brunello opens with dusty, mineral notes of crushed white peppercorn and brimstone followed by cherry candy, licorice, cola and dried garden herb. The wine shows an interesting and complex bouquet that holds its own in terms of intensity. There isn't much fresh fruit, but the tannins are dusty and fine.",,90,70.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Padelletti,,,Padelletti 2008  Brunello di Montalcino
128321,US,"A wonderful Zin, rich, ripe and robust, with the full-throttle power you expect in the variety. It's smooth in tannins, dry and spicy, with complex flavors of wild berry jam, red currant, sweet tobacco, green tea, anise and pepper, and a hit of heat from alcohol. Fine now, and should gain traction in the bottle over the next 5–6 years.",Belloni Vineyard,90,35.0,California,Russian River Valley,Sonoma,Zinfandel,Ravenswood,,,Ravenswood 2010 Belloni Vineyard Zinfandel (Russian River Valley)
128322,US,"Rich flavors of cherries, persimmons, cola, anise and oak flood the mouth with immediate deliciousness. Bright Russian River acidity provides fortunate balance. It's delicious now, but young; this has the balance to develop nicely, so give it 6–7 years.",Estate Grown,90,55.0,California,Russian River Valley,Sonoma,Pinot Noir,Russian River Vineyards,,,Russian River Vineyards 2009 Estate Grown Pinot Noir (Russian River Valley)
128323,US,"Voluptuous and inviting, this Malbec has softened tannins amid bright blue and black fruit and wild cinnamon flavors. Structured and concentrated this is a memorable wine that will age another 5–10 years and go deliciously with a range of foods.",Ghielmetti Vineyard,90,50.0,California,Livermore Valley,Central Coast,Malbec,Steven Kent,Virginie Boone,@vboone,Steven Kent 2009 Ghielmetti Vineyard Malbec (Livermore Valley)
128324,US,"Elegant peach and floral tones on this off-dry Riesling build in complexity on the nose and palate, with layers of waxy lanolin and fresh green herbs. It's forward and fruity, yet honed and balanced, with bright lemon-lime acidity.",Semi-Dry,90,15.0,New York,Finger Lakes,Finger Lakes,Riesling,Anthony Road,Anna Lee C. Iijima,,Anthony Road 2011 Semi-Dry Riesling (Finger Lakes)
128325,Argentina,"While this smells directly from the Old World, it's appealing and unique in style for Argentina. For starters, it's mature, bordering on old. Because of vital acidity, it's in good shape, with stewed berry, tobacco, spice and chocolate flavors. On the finish, pepper and bitter coffee notes enter the picture. Drink this one-of-a-kind Merlot now.",,90,25.0,Mendoza Province,Mendoza,,Merlot,Weinert,Michael Schachner,@wineschach,Weinert 2006 Merlot (Mendoza)
128326,Argentina,"Weinert holds its wines back longer than almost any other Argentine winery, hence when you get a blend like this it's mature and ready. This is maderized, with aromas of earth, citrus, tobacco and mushroom. The palate is tight and houses tobacco, mocha, citrus and dried raspberry flavors. If you like aged Rioja, this is for you. The blend is Malbec, Cabernet and Merlot.",Carrascal,90,16.0,Mendoza Province,Mendoza,,Bordeaux-style Red Blend,Weinert,Michael Schachner,@wineschach,Weinert 2007 Carrascal Red (Mendoza)
128327,US,"Shows lots of those rich, fruity Dijon flavors, with a burst of raspberry jam, persimmon, cinnamon, vanilla, baking spice and toast flavors. Silky and delicious, it's fun to drink now with upscale fare.",4 Dijon Clones,90,35.0,California,Russian River Valley,Sonoma,Pinot Noir,Windsor Oaks,,,Windsor Oaks 2009 4 Dijon Clones Pinot Noir (Russian River Valley)
128328,US,"No need to cellar this Cab. It's so rich and ripe, it's easy to drink now despite some firm tannins. Showy and flashy, it has raspberry, cherry and blueberry flavors, with a jacket of smoky oak. Nevertheless, it will take 5–6 years of aging.",Reserve,90,45.0,California,Chalk Hill,Sonoma,Cabernet Sauvignon,Windsor Oaks,,,Windsor Oaks 2009 Reserve Cabernet Sauvignon (Chalk Hill)
128329,Italy,"Here's a riserva Brunello that opens with inky, dark concentration and tertiary aromas of graham cracker, dried carob powder and ripe berry fruit. The wine shows a dusty, powdery side that makes it appear older than it really is. Black currant, cured meat and leather appear on the close. Drink now.",Riserva,90,100.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Lazzeretti,,,Lazzeretti 2007 Riserva  (Brunello di Montalcino)
128330,Italy,"Sometimes Sangiovese Grosso, depending on the vineyard and the vintage, shows slightly green aromas of dried Mediterranean herbs like bay leaf and rosemary. This Brunello offers a glimpse of that with loads of bright cherry, blackberry and leather at the back. The close is bright and fresh.",,90,62.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Lazzeretti,,,Lazzeretti 2008  Brunello di Montalcino
128331,Italy,"Le Chiuse delivers a consistent message with its wines year after year. It strives for clean, austere and territory-driven expressions of Sangiovese Grosso. This vintage is very true to the estate philosophy: You'll recognize wild berry, white cherry, rose petal, dried ginger and cola. You can count on it evolving nicely over the years.",,90,65.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Le Chiuse,,,Le Chiuse 2008  Brunello di Montalcino
128332,Austria,"A soft and rounded wine, packed with typical juicy blueberry flavors. The wine has bright acidity, its tannins melting into the fruit. Ready to drink now. Glass stopper.",,88,13.0,Burgenland,,,St. Laurent,Zantho,Roger Voss,@vossroger,Zantho 2009 St. Laurent (Burgenland)
128333,Spain,"Light and clean, with dust, toast, raspberry and flowery notes to the bouquet. Fresh and properly round in the mouth, with a lot of red fruit and length. Bright, lifted and likable on the finish, with good flow. Better than most rosé Cavas.",Brut Rosé,88,18.0,Catalonia,Cava,,Sparkling Blend,Vilarnau,Michael Schachner,@wineschach,Vilarnau NV Brut Rosé Sparkling (Cava)
